"Date","Price","Open","High","Low","Vol.","Change %"
"04-02-2022","48,078.00","48,143.00","48,286.00","47,888.00","0.44K","-0.04%"
"03-02-2022","48,096.00","48,200.00","48,210.00","47,774.00","0.30K","-0.34%"
"02-02-2022","48,258.00","47,940.00","48,286.00","47,918.00","0.51K","0.41%"
"01-02-2022","48,062.00","47,822.00","48,223.00","47,690.00","0.86K","0.65%"
"31-01-2022","47,752.00","47,728.00","47,850.00","47,545.00","1.20K","0.14%"
"28-01-2022","47,685.00","48,177.00","48,200.00","47,534.00","1.50K","-0.94%"
"27-01-2022","48,136.00","48,516.00","48,561.00","48,118.00","0.22K","-1.94%"
"25-01-2022","49,090.00","48,644.00","49,135.00","48,628.00","0.33K","0.96%"
"24-01-2022","48,621.00","48,534.00","48,719.00","48,469.00","1.75K","0.50%"
"21-01-2022","48,380.00","48,710.00","48,710.00","48,357.00","0.15K","-0.59%"
"20-01-2022","48,665.00","48,650.00","48,708.00","48,590.00","0.07K","0.28%"
"19-01-2022","48,528.00","48,242.00","48,612.00","48,173.00","0.12K","0.68%"
"18-01-2022","48,199.00","48,180.00","48,295.00","48,101.00","0.15K","0.12%"
"17-01-2022","48,139.00","48,200.00","48,285.00","48,126.00","0.04K","-0.01%"
"14-01-2022","48,142.00","48,225.00","48,322.00","48,080.00","0.05K","0.17%"
"13-01-2022","48,060.00","48,123.00","48,140.00","47,984.00","0.08K","0.10%"
"12-01-2022","48,011.00","48,000.00","48,064.00","47,981.00","0.00K","0.79%"
"11-01-2022","47,637.00","47,637.00","47,637.00","47,637.00","","0.00%"
"10-01-2022","47,637.00","47,637.00","47,637.00","47,637.00","0.00K","-1.50%"
"07-01-2022","48,360.00","48,360.00","48,360.00","48,360.00","","0.00%"
"06-01-2022","48,360.00","48,820.00","48,820.00","47,900.00","0.00K","0.41%"
"05-01-2022","48,161.00","48,161.00","48,161.00","48,161.00","","0.52%"
"04-01-2022","47,914.00","47,914.00","47,914.00","47,914.00","","-0.64%"
"03-01-2022","48,225.00","48,225.00","48,225.00","48,225.00","","0.28%"
"31-12-2021","48,091.00","48,091.00","48,091.00","48,091.00","","0.29%"
"30-12-2021","47,950.00","47,950.00","47,950.00","47,950.00","","-0.51%"
"29-12-2021","48,198.00","48,198.00","48,198.00","48,198.00","","0.01%"
"28-12-2021","48,194.00","48,194.00","48,194.00","48,194.00","","0.21%"
"27-12-2021","48,093.00","48,093.00","48,093.00","48,093.00","","-0.42%"
"24-12-2021","48,294.00","48,294.00","48,294.00","48,294.00","","-0.11%"
"23-12-2021","48,345.00","48,345.00","48,345.00","48,345.00","","0.32%"
"22-12-2021","48,191.00","48,191.00","48,191.00","48,191.00","","-0.39%"
"21-12-2021","48,378.00","48,378.00","48,378.00","48,378.00","","-0.89%"
"20-12-2021","48,814.00","48,814.00","48,814.00","48,814.00","","-0.14%"
"17-12-2021","48,882.00","48,882.00","48,882.00","48,882.00","","0.95%"
"16-12-2021","48,424.00","48,424.00","48,424.00","48,424.00","","0.19%"
"15-12-2021","48,333.00","48,333.00","48,333.00","48,333.00","","-0.43%"
"14-12-2021","48,542.00","48,542.00","48,542.00","48,542.00","","0.26%"
"13-12-2021","48,415.00","48,415.00","48,415.00","48,415.00","","0.22%"
"10-12-2021","48,307.00","48,307.00","48,307.00","48,307.00","","-0.08%"
"09-12-2021","48,348.00","48,348.00","48,348.00","48,348.00","","-0.14%"
"08-12-2021","48,418.00","48,418.00","48,418.00","48,418.00","","0.23%"
"07-12-2021","48,306.00","48,306.00","48,306.00","48,306.00","","0.17%"
"06-12-2021","48,224.00","48,224.00","48,224.00","48,224.00","","0.33%"
"03-12-2021","48,065.00","47,768.00","48,099.00","47,690.00","0.64K","1.00%"
"02-12-2021","47,591.00","47,950.00","48,015.00","47,543.00","0.24K","-0.90%"
"01-12-2021","48,021.00","47,973.00","48,217.00","47,880.00","0.26K","0.23%"
"30-11-2021","47,911.00","48,360.00","48,670.00","47,851.00","0.35K","-0.53%"
"29-11-2021","48,166.00","48,290.00","48,495.00","48,149.00","0.12K","0.00%"
"26-11-2021","48,165.00","48,127.00","48,751.00","48,100.00","0.26K","0.37%"
"25-11-2021","47,989.00","48,016.00","48,137.00","47,948.00","0.02K","-0.06%"
"24-11-2021","48,016.00","48,032.00","48,064.00","47,775.00","0.06K","0.35%"
"23-11-2021","47,847.00","48,300.00","48,300.00","47,819.00","0.05K","-1.32%"
"22-11-2021","48,487.00","49,265.00","49,266.00","48,300.00","0.07K","-1.78%"
"19-11-2021","49,365.00","49,650.00","49,650.00","49,250.00","0.15K","-0.16%"
"18-11-2021","49,445.00","49,410.00","49,516.00","49,376.00","0.04K","-0.23%"
"17-11-2021","49,558.00","49,425.00","49,561.00","49,425.00","0.04K","0.19%"
"16-11-2021","49,463.00","49,857.00","49,857.00","49,445.00","0.05K","-0.28%"
"15-11-2021","49,601.00","49,435.00","49,771.00","49,406.00","0.13K","0.71%"
"12-11-2021","49,250.00","49,250.00","49,250.00","49,250.00","","0.00%"
"11-11-2021","49,250.00","49,250.00","49,250.00","49,250.00","0.00K","0.48%"
"10-11-2021","49,015.00","48,500.00","49,511.00","48,500.00","0.00K","1.51%"
"09-11-2021","48,287.00","48,287.00","48,287.00","48,287.00","","0.13%"
"08-11-2021","48,223.00","48,223.00","48,223.00","48,223.00","","1.73%"
"05-11-2021","47,405.00","47,405.00","47,405.00","47,405.00","","0.00%"
"04-11-2021","47,405.00","47,405.00","47,405.00","47,405.00","","0.00%"
"03-11-2021","47,405.00","47,405.00","47,405.00","47,405.00","0.00K","-1.29%"
"02-11-2021","48,024.00","48,024.00","48,024.00","48,024.00","","0.73%"
"01-11-2021","47,674.00","47,674.00","47,674.00","47,674.00","","-0.84%"
"29-10-2021","48,080.00","48,080.00","48,080.00","48,080.00","","0.01%"
"28-10-2021","48,073.00","48,073.00","48,073.00","48,073.00","","0.12%"
"27-10-2021","48,016.00","48,016.00","48,016.00","48,016.00","","-0.89%"
"26-10-2021","48,449.00","48,449.00","48,449.00","48,449.00","","0.92%"
"25-10-2021","48,009.00","48,009.00","48,009.00","48,009.00","","0.73%"
"22-10-2021","47,663.00","47,663.00","47,663.00","47,663.00","","-0.32%"
"21-10-2021","47,817.00","47,817.00","47,817.00","47,817.00","","0.70%"
"20-10-2021","47,486.00","47,486.00","47,486.00","47,486.00","","-0.15%"
"19-10-2021","47,556.00","47,556.00","47,556.00","47,556.00","","0.12%"
"18-10-2021","47,498.00","47,498.00","47,498.00","47,498.00","","-1.41%"
"15-10-2021","48,176.00","48,176.00","48,176.00","48,176.00","","-0.12%"
"14-10-2021","48,234.00","48,234.00","48,234.00","48,234.00","","1.42%"
"13-10-2021","47,557.00","47,557.00","47,557.00","47,557.00","","0.38%"
"12-10-2021","47,379.00","47,379.00","47,379.00","47,379.00","","0.01%"
"11-10-2021","47,376.00","47,376.00","47,376.00","47,376.00","","0.50%"
"08-10-2021","47,139.00","47,139.00","47,139.00","47,139.00","","-0.35%"
"07-10-2021","47,305.00","47,305.00","47,305.00","47,305.00","","0.58%"
"06-10-2021","47,032.00","47,032.00","47,032.00","47,032.00","","0.29%"
"05-10-2021","46,898.00","46,950.00","46,955.00","46,670.00","0.11K","-0.38%"
"04-10-2021","47,077.00","46,744.00","47,134.00","46,530.00","0.20K","0.78%"
"01-10-2021","46,714.00","46,630.00","46,853.00","46,490.00","0.30K","-0.01%"
"30-09-2021","46,717.00","46,100.00","46,828.00","45,919.00","0.15K","1.63%"
"29-09-2021","45,968.00","46,154.00","46,349.00","45,949.00","0.23K","-0.37%"
"28-09-2021","46,140.00","46,250.00","46,319.00","46,010.00","0.13K","-0.37%"
"27-09-2021","46,312.00","46,415.00","46,415.00","46,257.00","0.03K","0.48%"
"24-09-2021","46,092.00","46,340.00","46,352.00","46,080.00","0.06K","-1.00%"
"23-09-2021","46,557.00","46,683.00","46,785.00","46,260.00","0.03K","-0.90%"
"22-09-2021","46,981.00","46,986.00","46,988.00","46,949.00","0.01K","1.49%"
"21-09-2021","46,290.00","46,290.00","46,290.00","46,290.00","","0.00%"
"20-09-2021","46,290.00","46,290.00","46,290.00","46,290.00","0.00K","-0.39%"
"17-09-2021","46,470.00","46,470.00","46,470.00","46,470.00","0.00K","0.30%"
"16-09-2021","46,329.00","46,452.00","46,452.00","46,287.00","0.01K","-2.66%"
"15-09-2021","47,594.00","47,594.00","47,594.00","47,594.00","","0.64%"
"14-09-2021","47,290.00","47,290.00","47,290.00","47,290.00","","0.15%"
"13-09-2021","47,217.00","47,217.00","47,217.00","47,217.00","","-0.35%"
"10-09-2021","47,384.00","47,384.00","47,384.00","47,384.00","","-0.06%"
"09-09-2021","47,412.00","47,412.00","47,412.00","47,412.00","","0.00%"
"08-09-2021","47,412.00","47,412.00","47,412.00","47,412.00","0.00K","-0.65%"
"07-09-2021","47,720.00","47,720.00","47,720.00","47,720.00","","-0.08%"
"06-09-2021","47,757.00","47,757.00","47,757.00","47,757.00","","0.97%"
"03-09-2021","47,297.00","47,297.00","47,297.00","47,297.00","","-0.16%"
"02-09-2021","47,374.00","47,374.00","47,374.00","47,374.00","","-0.10%"
"01-09-2021","47,423.00","47,423.00","47,423.00","47,423.00","","-0.14%"
"31-08-2021","47,490.00","47,490.00","47,490.00","47,490.00","","-0.21%"
"30-08-2021","47,588.00","47,588.00","47,588.00","47,588.00","","0.00%"
"27-08-2021","47,588.00","47,588.00","47,588.00","47,588.00","","0.10%"
"26-08-2021","47,542.00","47,542.00","47,542.00","47,542.00","","-0.87%"
"25-08-2021","47,957.00","47,957.00","47,957.00","47,957.00","","0.09%"
"24-08-2021","47,912.00","47,912.00","47,912.00","47,912.00","","0.94%"
"23-08-2021","47,464.00","47,464.00","47,464.00","47,464.00","","-0.10%"
"20-08-2021","47,510.00","47,510.00","47,510.00","47,510.00","","-0.04%"
"19-08-2021","47,531.00","47,531.00","47,531.00","47,531.00","","-0.14%"
"18-08-2021","47,598.00","47,598.00","47,598.00","47,598.00","","0.01%"
"17-08-2021","47,591.00","47,591.00","47,591.00","47,591.00","","0.70%"
"16-08-2021","47,258.00","47,258.00","47,258.00","47,258.00","","0.98%"
"13-08-2021","46,801.00","46,801.00","46,801.00","46,801.00","","0.12%"
"12-08-2021","46,743.00","46,743.00","46,743.00","46,743.00","","0.99%"
"11-08-2021","46,284.00","46,284.00","46,284.00","46,284.00","","0.14%"
"10-08-2021","46,220.00","46,220.00","46,220.00","46,220.00","","-5.17%"
"09-08-2021","48,740.00","48,740.00","48,740.00","48,740.00","","0.00%"
"06-08-2021","48,740.00","48,740.00","48,740.00","48,740.00","0.01K","1.95%"
"05-08-2021","47,808.00","48,119.00","48,125.00","47,754.00","0.10K","-0.58%"
"04-08-2021","48,089.00","48,130.00","48,560.00","48,000.00","0.48K","0.03%"
"03-08-2021","48,075.00","48,115.00","48,223.00","48,050.00","0.14K","-0.37%"
"02-08-2021","48,253.00","48,144.00","48,350.00","48,061.00","0.18K","0.17%"
"30-07-2021","48,173.00","48,576.00","48,899.00","48,150.00","0.26K","-0.83%"
"29-07-2021","48,578.00","48,283.00","48,610.00","48,186.00","0.60K","1.35%"
"28-07-2021","47,930.00","48,122.00","48,123.00","47,863.00","0.01K","-0.20%"
"27-07-2021","48,027.00","47,981.00","48,090.00","47,905.00","0.01K","-0.22%"
"26-07-2021","48,133.00","48,200.00","48,200.00","47,963.00","0.01K","0.24%"
"23-07-2021","48,020.00","48,020.00","48,020.00","48,020.00","0.00K","-0.18%"
"22-07-2021","48,106.00","48,022.00","48,200.00","48,020.00","0.01K","-0.59%"
"21-07-2021","48,391.00","48,391.00","48,391.00","48,391.00","","-0.67%"
"20-07-2021","48,716.00","48,716.00","48,716.00","48,716.00","","0.00%"
"19-07-2021","48,716.00","48,716.00","48,716.00","48,716.00","0.00K","0.05%"
"16-07-2021","48,694.00","48,692.00","48,695.00","48,692.00","0.00K","0.43%"
"15-07-2021","48,485.00","48,485.00","48,485.00","48,485.00","","0.00%"
"14-07-2021","48,485.00","48,485.00","48,485.00","48,485.00","0.00K","-0.30%"
"13-07-2021","48,630.00","48,590.00","48,670.00","48,590.00","0.00K","0.51%"
"12-07-2021","48,385.00","48,385.00","48,385.00","48,385.00","","0.09%"
"09-07-2021","48,340.00","48,340.00","48,340.00","48,340.00","","-0.06%"
"08-07-2021","48,370.00","48,370.00","48,370.00","48,370.00","","0.15%"
"07-07-2021","48,297.00","48,297.00","48,297.00","48,297.00","","0.99%"
"06-07-2021","47,824.00","47,824.00","47,824.00","47,824.00","","1.26%"
"05-07-2021","47,229.00","47,229.00","47,229.00","47,229.00","","0.00%"
"02-07-2021","47,229.00","47,229.00","47,229.00","47,229.00","0.00K","-0.57%"
"01-07-2021","47,500.00","47,500.00","47,500.00","47,500.00","","0.00%"
"30-06-2021","47,500.00","47,500.00","47,500.00","47,500.00","0.00K","-0.12%"
"29-06-2021","47,558.00","47,558.00","47,558.00","47,558.00","","0.16%"
"28-06-2021","47,483.00","47,483.00","47,483.00","47,483.00","","0.06%"
"25-06-2021","47,456.00","47,456.00","47,456.00","47,456.00","","-0.50%"
"24-06-2021","47,693.00","47,693.00","47,693.00","47,693.00","","0.22%"
"23-06-2021","47,587.00","47,587.00","47,587.00","47,587.00","","-0.14%"
"22-06-2021","47,656.00","47,656.00","47,656.00","47,656.00","","0.63%"
"21-06-2021","47,359.00","47,359.00","47,359.00","47,359.00","","-0.47%"
"18-06-2021","47,583.00","47,583.00","47,583.00","47,583.00","","-3.10%"
"17-06-2021","49,107.00","49,107.00","49,107.00","49,107.00","","0.01%"
"16-06-2021","49,100.00","49,100.00","49,100.00","49,100.00","","-0.05%"
"15-06-2021","49,124.00","49,124.00","49,124.00","49,124.00","","-0.83%"
"14-06-2021","49,536.00","49,536.00","49,536.00","49,536.00","","-0.46%"
"11-06-2021","49,764.00","49,764.00","49,764.00","49,764.00","","0.15%"
"10-06-2021","49,688.00","49,688.00","49,688.00","49,688.00","","-0.01%"
"09-06-2021","49,693.00","49,693.00","49,693.00","49,693.00","","0.01%"
"08-06-2021","49,689.00","49,689.00","49,689.00","49,689.00","","0.22%"
"07-06-2021","49,582.00","49,582.00","49,582.00","49,582.00","","0.59%"
"04-06-2021","49,293.00","48,990.00","49,538.00","48,800.00","0.54K","0.62%"
"03-06-2021","48,987.00","49,910.00","49,972.00","48,859.00","1.49K","-1.99%"
"02-06-2021","49,981.00","49,480.00","50,040.00","49,480.00","0.27K","0.45%"
"01-06-2021","49,758.00","49,766.00","50,018.00","49,568.00","0.61K","0.19%"
"31-05-2021","49,662.00","49,662.00","49,779.00","49,594.00","0.33K","0.43%"
"28-05-2021","49,448.00","49,389.00","49,462.00","49,100.00","0.20K","-0.14%"
"27-05-2021","49,517.00","49,564.00","49,583.00","49,280.00","0.47K","-0.75%"
"26-05-2021","49,890.00","49,900.00","49,900.00","49,789.00","0.01K","0.77%"
"25-05-2021","49,509.00","49,509.00","49,509.00","49,509.00","0.00K","0.26%"
"24-05-2021","49,379.00","49,379.00","49,379.00","49,379.00","","0.00%"
"21-05-2021","49,379.00","49,379.00","49,379.00","49,379.00","0.00K","-0.56%"
"20-05-2021","49,655.00","49,655.00","49,655.00","49,655.00","","0.00%"
"19-05-2021","49,655.00","49,655.00","49,655.00","49,655.00","0.00K","0.34%"
"18-05-2021","49,487.00","49,487.00","49,487.00","49,487.00","0.00K","1.76%"
"17-05-2021","48,632.00","48,632.00","48,632.00","48,632.00","","0.39%"
"14-05-2021","48,443.00","48,443.00","48,443.00","48,443.00","","-0.10%"
"13-05-2021","48,493.00","48,493.00","48,493.00","48,493.00","","-0.41%"
"12-05-2021","48,692.00","48,692.00","48,692.00","48,692.00","","-0.18%"
"11-05-2021","48,780.00","48,780.00","48,780.00","48,780.00","","0.56%"
"10-05-2021","48,508.00","48,508.00","48,508.00","48,508.00","","0.56%"
"07-05-2021","48,237.00","48,237.00","48,237.00","48,237.00","","1.22%"
"06-05-2021","47,654.00","47,654.00","47,654.00","47,654.00","","0.29%"
"05-05-2021","47,517.00","47,517.00","47,517.00","47,517.00","","-0.92%"
"04-05-2021","47,959.00","47,959.00","47,959.00","47,959.00","","1.27%"
"03-05-2021","47,359.00","47,359.00","47,359.00","47,359.00","","0.04%"
"30-04-2021","47,339.00","47,339.00","47,339.00","47,339.00","","-0.73%"
"29-04-2021","47,686.00","47,686.00","47,686.00","47,686.00","","-0.35%"
"28-04-2021","47,852.00","47,852.00","47,852.00","47,852.00","","-0.39%"
"27-04-2021","48,041.00","48,041.00","48,041.00","48,041.00","","-0.18%"
"26-04-2021","48,129.00","48,129.00","48,129.00","48,129.00","","-0.46%"
"23-04-2021","48,353.00","48,353.00","48,353.00","48,353.00","","-0.87%"
"22-04-2021","48,775.00","48,775.00","48,775.00","48,775.00","","0.72%"
"21-04-2021","48,424.00","48,424.00","48,424.00","48,424.00","","1.00%"
"20-04-2021","47,946.00","47,946.00","47,946.00","47,946.00","","0.25%"
"19-04-2021","47,825.00","47,825.00","47,825.00","47,825.00","","0.42%"
"16-04-2021","47,623.00","47,623.00","47,623.00","47,623.00","","1.22%"
"15-04-2021","47,050.00","47,050.00","47,050.00","47,050.00","","-0.69%"
"14-04-2021","47,377.00","47,377.00","47,377.00","47,377.00","","1.07%"
"13-04-2021","46,875.00","46,875.00","46,875.00","46,875.00","","-0.19%"
"12-04-2021","46,963.00","46,963.00","46,963.00","46,963.00","","-0.70%"
"09-04-2021","47,296.00","47,296.00","47,296.00","47,296.00","","0.97%"
"08-04-2021","46,840.00","46,840.00","46,840.00","46,840.00","","1.01%"
"07-04-2021","46,373.00","46,373.00","46,373.00","46,373.00","","1.07%"
"06-04-2021","45,884.00","45,884.00","45,884.00","45,884.00","","0.58%"
"05-04-2021","45,619.00","45,600.00","45,760.00","45,500.00","0.17K","-0.01%"
"01-04-2021","45,625.00","45,300.00","45,775.00","45,300.00","0.40K","0.86%"
"31-03-2021","45,234.00","44,617.00","45,288.00","44,546.00","0.14K","1.30%"
"30-03-2021","44,655.00","44,880.00","44,986.00","44,501.00","0.20K","-0.66%"
"29-03-2021","44,953.00","45,200.00","45,200.00","44,900.00","0.09K","-0.93%"
"26-03-2021","45,374.00","45,334.00","45,500.00","45,288.00","0.00K","-0.72%"
"25-03-2021","45,705.00","45,705.00","45,705.00","45,705.00","","0.65%"
"24-03-2021","45,410.00","45,410.00","45,410.00","45,410.00","","-0.25%"
"23-03-2021","45,525.00","45,525.00","45,525.00","45,525.00","","0.00%"
"22-03-2021","45,525.00","45,525.00","45,525.00","45,525.00","","-0.33%"
"19-03-2021","45,678.00","45,678.00","45,678.00","45,678.00","","0.00%"
"18-03-2021","45,678.00","45,678.00","45,678.00","45,678.00","","0.21%"
"17-03-2021","45,581.00","45,581.00","45,581.00","45,581.00","","-0.28%"
"16-03-2021","45,707.00","45,707.00","45,707.00","45,707.00","","1.60%"
"15-03-2021","44,985.00","44,985.00","44,985.00","44,985.00","","0.00%"
"12-03-2021","44,985.00","44,985.00","44,985.00","44,985.00","0.00K","-0.92%"
"11-03-2021","45,402.00","45,402.00","45,402.00","45,402.00","","0.08%"
"10-03-2021","45,367.00","45,367.00","45,367.00","45,367.00","","0.63%"
"09-03-2021","45,082.00","45,082.00","45,082.00","45,082.00","","0.00%"
"08-03-2021","45,082.00","45,062.00","45,101.00","45,062.00","0.00K","0.16%"
"05-03-2021","45,010.00","45,010.00","45,010.00","45,010.00","","0.00%"
"04-03-2021","45,010.00","44,999.00","45,020.00","44,999.00","0.00K","-2.06%"
"03-03-2021","45,956.00","45,956.00","45,956.00","45,956.00","","0.72%"
"02-03-2021","45,629.00","45,629.00","45,629.00","45,629.00","","-1.45%"
"01-03-2021","46,302.00","46,302.00","46,302.00","46,302.00","","0.00%"
"26-02-2021","46,302.00","46,302.00","46,302.00","46,302.00","0.00K","-1.14%"
"25-02-2021","46,837.00","46,837.00","46,837.00","46,837.00","","-0.52%"
"24-02-2021","47,082.00","47,082.00","47,082.00","47,082.00","","-0.14%"
"23-02-2021","47,147.00","47,147.00","47,147.00","47,147.00","","1.42%"
"22-02-2021","46,487.00","46,487.00","46,487.00","46,487.00","","0.04%"
"19-02-2021","46,469.00","46,469.00","46,469.00","46,469.00","","-0.16%"
"18-02-2021","46,544.00","46,544.00","46,544.00","46,544.00","","-1.45%"
"17-02-2021","47,228.00","47,228.00","47,228.00","47,228.00","","-0.63%"
"16-02-2021","47,527.00","47,527.00","47,527.00","47,527.00","","-0.38%"
"15-02-2021","47,710.00","47,710.00","47,710.00","47,710.00","","-0.26%"
"12-02-2021","47,833.00","47,833.00","47,833.00","47,833.00","","-0.89%"
"11-02-2021","48,261.00","48,261.00","48,261.00","48,261.00","","0.18%"
"10-02-2021","48,175.00","48,175.00","48,175.00","48,175.00","","0.25%"
"09-02-2021","48,054.00","48,054.00","48,054.00","48,054.00","","1.35%"
"08-02-2021","47,414.00","47,414.00","47,414.00","47,414.00","","0.17%"
"05-02-2021","47,334.00","46,982.00","47,444.00","46,955.00","0.23K","1.05%"
"04-02-2021","46,842.00","47,618.00","47,765.00","46,757.00","0.32K","-2.22%"
"03-02-2021","47,907.00","48,040.00","48,134.00","47,850.00","0.36K","-0.03%"
"02-02-2021","47,919.00","48,561.00","48,561.00","47,845.00","0.38K","-1.83%"
"01-02-2021","48,810.00","49,712.00","49,733.00","47,385.00","0.38K","-1.62%"
"29-01-2021","49,614.00","49,250.00","49,900.00","49,250.00","0.01K","0.94%"
"28-01-2021","49,154.00","49,127.00","49,162.00","49,127.00","0.01K","-0.07%"
"27-01-2021","49,189.00","49,243.00","49,243.00","49,076.00","0.01K","-0.06%"
"25-01-2021","49,218.00","49,215.00","49,242.00","49,210.00","0.01K","-1.06%"
"22-01-2021","49,746.00","49,746.00","49,746.00","49,746.00","","-0.01%"
"21-01-2021","49,749.00","49,749.00","49,749.00","49,749.00","","1.28%"
"20-01-2021","49,122.00","49,122.00","49,122.00","49,122.00","","0.23%"
"19-01-2021","49,010.00","49,010.00","49,010.00","49,010.00","","0.58%"
"18-01-2021","48,728.00","48,728.00","48,728.00","48,728.00","","-1.03%"
"15-01-2021","49,237.00","49,237.00","49,237.00","49,237.00","","-0.05%"
"14-01-2021","49,264.00","49,264.00","49,264.00","49,264.00","","0.49%"
"13-01-2021","49,022.00","49,022.00","49,022.00","49,022.00","","-0.57%"
"12-01-2021","49,304.00","49,304.00","49,304.00","49,304.00","","-1.57%"
"11-01-2021","50,092.00","50,092.00","50,092.00","50,092.00","","0.00%"
"08-01-2021","50,092.00","50,421.00","50,421.00","50,014.00","0.01K","-2.06%"
"07-01-2021","51,146.00","51,146.00","51,146.00","51,146.00","","0.00%"
"06-01-2021","51,146.00","51,924.00","51,924.00","50,884.00","0.01K","-1.36%"
"05-01-2021","51,849.00","51,859.00","51,869.00","51,830.00","0.01K","1.31%"
"04-01-2021","51,178.00","51,111.00","51,244.00","51,111.00","0.00K","1.92%"
"01-01-2021","50,215.00","50,215.00","50,215.00","50,215.00","","0.12%"
"31-12-2020","50,155.00","50,155.00","50,155.00","50,155.00","","-0.13%"
"30-12-2020","50,220.00","50,220.00","50,220.00","50,220.00","","0.06%"
"29-12-2020","50,190.00","50,190.00","50,190.00","50,190.00","","0.01%"
"28-12-2020","50,185.00","50,185.00","50,185.00","50,185.00","","0.08%"
"24-12-2020","50,146.00","50,146.00","50,146.00","50,146.00","","0.02%"
"23-12-2020","50,137.00","50,137.00","50,137.00","50,137.00","","-1.71%"
"22-12-2020","51,008.00","51,008.00","51,008.00","51,008.00","","0.00%"
"21-12-2020","51,008.00","51,008.00","51,008.00","51,008.00","0.00K","0.97%"
"18-12-2020","50,519.00","50,519.00","50,519.00","50,519.00","","1.83%"
"17-12-2020","49,609.00","49,609.00","49,609.00","49,609.00","","0.72%"
"16-12-2020","49,252.00","49,252.00","49,252.00","49,252.00","","0.00%"
"15-12-2020","49,252.00","49,252.00","49,252.00","49,252.00","0.00K","0.02%"
"14-12-2020","49,244.00","49,244.00","49,244.00","49,244.00","0.00K","0.03%"
"11-12-2020","49,230.00","49,230.00","49,230.00","49,230.00","","-0.40%"
"10-12-2020","49,427.00","49,427.00","49,427.00","49,427.00","","-1.44%"
"09-12-2020","50,149.00","50,149.00","50,149.00","50,149.00","","0.13%"
"08-12-2020","50,083.00","50,083.00","50,083.00","50,083.00","","1.64%"
"07-12-2020","49,276.00","49,276.00","49,276.00","49,276.00","","0.11%"
"04-12-2020","49,224.00","49,460.00","49,499.00","49,130.00","0.19K","-0.06%"
"03-12-2020","49,252.00","49,269.00","49,599.00","49,017.00","0.13K","0.49%"
"02-12-2020","49,010.00","48,485.00","49,192.00","48,440.00","0.16K","0.81%"
"01-12-2020","48,615.00","48,203.00","48,651.00","47,834.00","0.16K","1.15%"
"30-11-2020","48,062.00","47,720.00","48,165.00","47,631.00","0.13K","-0.03%"
"27-11-2020","48,075.00","48,605.00","48,723.00","47,994.00","0.19K","-1.17%"
"26-11-2020","48,643.00","48,608.00","48,859.00","48,570.00","0.14K","0.06%"
"25-11-2020","48,616.00","48,859.00","48,859.00","48,570.00","0.05K","-1.14%"
"24-11-2020","49,177.00","49,177.00","49,177.00","49,177.00","0.01K","-2.07%"
"23-11-2020","50,219.00","50,261.00","50,261.00","50,010.00","0.01K","-0.38%"
"20-11-2020","50,412.00","50,443.00","50,504.00","50,290.00","0.00K","-0.01%"
"19-11-2020","50,417.00","50,417.00","50,417.00","50,417.00","","-0.91%"
"18-11-2020","50,878.00","50,878.00","50,878.00","50,878.00","","-0.19%"
"17-11-2020","50,977.00","50,977.00","50,977.00","50,977.00","","-0.16%"
"16-11-2020","51,061.00","51,061.00","51,061.00","51,061.00","","0.00%"
"14-11-2020","51,061.00","51,061.00","51,061.00","51,061.00","","0.63%"
"13-11-2020","50,741.00","50,741.00","50,741.00","50,741.00","","0.88%"
"12-11-2020","50,300.00","50,300.00","50,300.00","50,300.00","","-0.69%"
"11-11-2020","50,648.00","50,648.00","50,648.00","50,648.00","","1.24%"
"10-11-2020","50,028.00","50,028.00","50,028.00","50,028.00","","-4.70%"
"09-11-2020","52,496.00","52,496.00","52,496.00","52,496.00","","0.33%"
"06-11-2020","52,324.00","52,324.00","52,324.00","52,324.00","","2.35%"
"05-11-2020","51,124.00","51,124.00","51,124.00","51,124.00","","-1.33%"
"04-11-2020","51,811.00","51,811.00","51,811.00","51,811.00","","0.89%"
"03-11-2020","51,355.00","51,355.00","51,355.00","51,355.00","","0.89%"
"02-11-2020","50,902.00","50,902.00","50,902.00","50,902.00","","0.92%"
"30-10-2020","50,440.00","50,440.00","50,440.00","50,440.00","","-0.49%"
"29-10-2020","50,686.00","50,686.00","50,686.00","50,686.00","","-0.90%"
"28-10-2020","51,144.00","51,144.00","51,144.00","51,144.00","","-0.08%"
"27-10-2020","51,187.00","51,187.00","51,187.00","51,187.00","","0.35%"
"26-10-2020","51,007.00","51,007.00","51,007.00","51,007.00","","-0.02%"
"23-10-2020","51,017.00","51,017.00","51,017.00","51,017.00","","-0.81%"
"22-10-2020","51,435.00","51,435.00","51,435.00","51,435.00","","0.95%"
"21-10-2020","50,952.00","50,952.00","50,952.00","50,952.00","","0.31%"
"20-10-2020","50,797.00","50,797.00","50,797.00","50,797.00","","0.18%"
"19-10-2020","50,705.00","50,705.00","50,705.00","50,705.00","","-0.20%"
"16-10-2020","50,806.00","50,806.00","50,806.00","50,806.00","","0.21%"
"15-10-2020","50,700.00","50,700.00","50,700.00","50,700.00","","0.59%"
"14-10-2020","50,403.00","50,403.00","50,403.00","50,403.00","","-1.87%"
"13-10-2020","51,366.00","51,366.00","51,366.00","51,366.00","","0.54%"
"12-10-2020","51,091.00","51,091.00","51,091.00","51,091.00","","1.86%"
