"Date","Price","Open","High","Low","Vol.","Change %"
"12-02-2019","33,392.00","33,392.00","33,392.00","33,392.00","","-0.52%"
"11-02-2019","33,568.00","33,568.00","33,568.00","33,568.00","","0.22%"
"08-02-2019","33,495.00","33,495.00","33,495.00","33,495.00","","-0.42%"
"07-02-2019","33,635.00","33,635.00","33,635.00","33,635.00","","0.05%"
"06-02-2019","33,619.00","33,619.00","33,619.00","33,619.00","","0.36%"
"05-02-2019","33,498.00","33,585.00","33,636.00","33,490.00","0.37K","-0.28%"
"04-02-2019","33,593.00","33,515.00","33,617.00","33,490.00","0.37K","0.15%"
"01-02-2019","33,544.00","33,200.00","33,598.00","33,143.00","1.21K","0.98%"
"31-01-2019","33,219.00","33,125.00","33,316.00","33,068.00","1.15K","0.39%"
"30-01-2019","33,090.00","33,160.00","33,160.00","33,025.00","0.29K","-0.08%"
"29-01-2019","33,115.00","32,822.00","33,135.00","32,768.00","0.39K","1.07%"
"28-01-2019","32,765.00","32,725.00","32,800.00","32,688.00","0.23K","0.54%"
"25-01-2019","32,588.00","32,200.00","32,603.00","32,200.00","0.26K","1.15%"
"24-01-2019","32,217.00","32,281.00","32,286.00","32,195.00","0.07K","-0.38%"
"23-01-2019","32,339.00","32,358.00","32,413.00","32,295.00","0.07K","-0.08%"
"22-01-2019","32,365.00","32,195.00","32,411.00","32,172.00","0.11K","0.06%"
"21-01-2019","32,344.00","32,303.00","32,355.00","32,277.00","0.07K","0.22%"
"18-01-2019","32,273.00","32,497.00","32,500.00","32,255.00","0.14K","-0.73%"
"17-01-2019","32,511.00","32,511.00","32,616.00","32,451.00","0.10K","0.42%"
"16-01-2019","32,375.00","32,380.00","32,380.00","32,373.00","0.04K","0.00%"
"15-01-2019","32,375.00","32,364.00","32,428.00","32,345.00","0.05K","-0.04%"
"14-01-2019","32,389.00","32,223.00","32,437.00","32,223.00","0.08K","0.85%"
"11-01-2019","32,117.00","32,195.00","32,219.00","32,100.00","0.14K","-0.31%"
"10-01-2019","32,216.00","32,199.00","32,298.00","32,076.00","0.07K","0.26%"
"09-01-2019","32,133.00","31,945.00","32,190.00","31,945.00","0.04K","1.08%"
"08-01-2019","31,789.00","31,782.00","31,793.00","31,778.00","0.03K","0.21%"
"07-01-2019","31,722.00","31,701.00","31,773.00","31,701.00","0.07K","-0.10%"
"04-01-2019","31,755.00","32,007.00","32,007.00","31,740.00","0.05K","-0.79%"
"03-01-2019","32,009.00","32,021.00","32,089.00","31,960.00","0.14K","0.32%"
"02-01-2019","31,907.00","31,590.00","31,920.00","31,582.00","0.17K","1.19%"
"01-01-2019","31,533.00","31,560.00","31,560.00","31,522.00","0.04K","0.12%"
"31-12-2018","31,496.00","31,766.00","31,766.00","31,436.00","0.17K","-0.85%"
"28-12-2018","31,766.00","31,900.00","31,985.00","31,755.00","0.20K","-2.91%"
"27-12-2018","32,719.00","32,719.00","32,719.00","32,719.00","","0.00%"
"26-12-2018","32,719.00","32,719.00","32,720.00","32,719.00","0.00K","3.85%"
"24-12-2018","31,506.00","31,506.00","31,506.00","31,506.00","","-0.97%"
"21-12-2018","31,815.00","31,815.00","31,815.00","31,815.00","","0.00%"
"20-12-2018","31,815.00","32,577.00","32,577.00","30,684.00","0.01K","0.68%"
"19-12-2018","31,600.00","31,600.00","31,600.00","31,600.00","","-1.27%"
"18-12-2018","32,006.00","32,006.00","32,006.00","32,006.00","","0.49%"
"17-12-2018","31,851.00","31,851.00","31,851.00","31,851.00","","-0.03%"
"14-12-2018","31,862.00","31,862.00","31,862.00","31,862.00","","-0.77%"
"13-12-2018","32,110.00","32,110.00","32,110.00","32,110.00","","-0.43%"
"12-12-2018","32,248.00","32,248.00","32,248.00","32,248.00","","-0.39%"
"11-12-2018","32,373.00","32,373.00","32,373.00","32,373.00","","1.60%"
"10-12-2018","31,863.00","31,863.00","31,863.00","31,863.00","","0.93%"
"07-12-2018","31,569.00","31,569.00","31,569.00","31,569.00","","0.17%"
"06-12-2018","31,516.00","31,516.00","31,516.00","31,516.00","","0.96%"
"05-12-2018","31,216.00","31,201.00","31,260.00","31,095.00","0.19K","-0.28%"
"04-12-2018","31,304.00","31,135.00","31,340.00","31,120.00","0.25K","0.66%"
"03-12-2018","31,098.00","30,663.00","31,107.00","30,663.00","0.10K","2.09%"
"30-11-2018","30,460.00","30,585.00","30,585.00","30,413.00","0.04K","-0.66%"
"29-11-2018","30,663.00","30,680.00","30,680.00","30,571.00","0.02K","-0.10%"
"28-11-2018","30,694.00","30,750.00","30,750.00","30,671.00","0.02K","-0.82%"
"27-11-2018","30,949.00","30,977.00","31,051.00","30,846.00","0.02K","-0.38%"
"26-11-2018","31,066.00","31,062.00","31,076.00","31,041.00","0.01K","0.19%"
"23-11-2018","31,007.00","31,009.00","31,009.00","31,005.00","0.01K","-0.74%"
"22-11-2018","31,239.00","31,231.00","31,245.00","31,231.00","0.01K","-0.17%"
"21-11-2018","31,292.00","31,292.00","31,292.00","31,292.00","","-0.14%"
"20-11-2018","31,337.00","31,337.00","31,337.00","31,337.00","","0.00%"
"19-11-2018","31,337.00","31,337.00","31,337.00","31,337.00","0.00K","-0.41%"
"16-11-2018","31,466.00","31,466.00","31,466.00","31,466.00","0.00K","0.95%"
"15-11-2018","31,169.00","31,169.00","31,169.00","31,169.00","","0.00%"
"14-11-2018","31,169.00","31,210.00","31,221.00","31,140.00","0.01K","-0.81%"
"13-11-2018","31,424.00","31,409.00","31,468.00","31,350.00","0.01K","-0.52%"
"12-11-2018","31,588.00","31,580.00","31,595.00","31,580.00","0.00K","-0.12%"
"09-11-2018","31,626.00","31,850.00","31,850.00","31,481.00","0.01K","-1.72%"
"08-11-2018","32,180.00","32,180.00","32,180.00","32,180.00","","0.00%"
"07-11-2018","32,180.00","32,180.00","32,180.00","32,180.00","","-0.08%"
"06-11-2018","32,205.00","32,205.00","32,205.00","32,205.00","","-0.09%"
"05-11-2018","32,235.00","32,235.00","32,235.00","32,235.00","","-0.46%"
"02-11-2018","32,385.00","32,385.00","32,385.00","32,385.00","","0.45%"
"01-11-2018","32,241.00","32,241.00","32,241.00","32,241.00","","-0.21%"
"31-10-2018","32,309.00","32,309.00","32,309.00","32,309.00","","-0.25%"
"30-10-2018","32,389.00","32,389.00","32,389.00","32,389.00","","-0.10%"
"29-10-2018","32,422.00","32,422.00","32,422.00","32,422.00","","0.20%"
"26-10-2018","32,358.00","32,358.00","32,358.00","32,358.00","","-0.12%"
"25-10-2018","32,397.00","32,397.00","32,397.00","32,397.00","","-0.42%"
"24-10-2018","32,534.00","32,534.00","32,534.00","32,534.00","","0.37%"
"23-10-2018","32,415.00","32,415.00","32,415.00","32,415.00","","-0.02%"
"22-10-2018","32,421.00","32,421.00","32,421.00","32,421.00","","-0.37%"
"19-10-2018","32,542.00","32,542.00","32,542.00","32,542.00","","0.54%"
"18-10-2018","32,366.00","32,366.00","32,366.00","32,366.00","","-0.14%"
"17-10-2018","32,410.00","32,410.00","32,410.00","32,410.00","","-0.39%"
"16-10-2018","32,538.00","32,538.00","32,538.00","32,538.00","","0.72%"
"15-10-2018","32,304.00","32,304.00","32,304.00","32,304.00","","-0.35%"
"12-10-2018","32,416.00","32,416.00","32,416.00","32,416.00","","1.91%"
"11-10-2018","31,810.00","31,810.00","31,810.00","31,810.00","","0.17%"
"10-10-2018","31,755.00","31,755.00","31,755.00","31,755.00","","0.00%"
"09-10-2018","31,756.00","31,756.00","31,756.00","31,756.00","","-2.62%"
"08-10-2018","32,612.00","32,612.00","32,612.00","32,612.00","","2.37%"
"05-10-2018","31,857.00","31,517.00","31,881.00","31,517.00","0.11K","0.67%"
"04-10-2018","31,645.00","31,560.00","31,773.00","31,560.00","0.05K","0.21%"
"03-10-2018","31,578.00","31,658.00","31,658.00","31,472.00","0.10K","1.32%"
"01-10-2018","31,168.00","30,993.00","31,200.00","30,941.00","0.10K","0.69%"
"28-09-2018","30,954.00","30,826.00","31,000.00","30,730.00","0.05K","0.06%"
"27-09-2018","30,934.00","31,170.00","31,170.00","30,826.00","0.02K","-0.82%"
"26-09-2018","31,191.00","31,175.00","31,214.00","31,160.00","0.01K","-0.12%"
"25-09-2018","31,228.00","31,215.00","31,319.00","31,215.00","0.01K","0.17%"
"24-09-2018","31,174.00","31,073.00","31,293.00","31,073.00","0.01K","0.36%"
"21-09-2018","31,061.00","31,080.00","31,100.00","30,968.00","0.01K","0.17%"
"20-09-2018","31,008.00","31,008.00","31,008.00","31,008.00","0.00K","-0.67%"
"19-09-2018","31,217.00","31,250.00","31,250.00","31,116.00","0.01K","-0.04%"
"18-09-2018","31,229.00","31,229.00","31,229.00","31,229.00","0.00K","0.64%"
"17-09-2018","31,031.00","31,031.00","31,031.00","31,031.00","0.00K","0.37%"
"14-09-2018","30,916.00","30,980.00","30,980.00","30,852.00","0.00K","0.20%"
"13-09-2018","30,855.00","30,855.00","30,855.00","30,855.00","","0.00%"
"12-09-2018","30,855.00","30,855.00","30,855.00","30,855.00","0.00K","-1.07%"
"11-09-2018","31,190.00","31,190.00","31,190.00","31,190.00","","0.87%"
"10-09-2018","30,921.00","30,921.00","30,921.00","30,921.00","","-0.15%"
"07-09-2018","30,967.00","30,967.00","30,967.00","30,967.00","","0.00%"
"06-09-2018","30,967.00","30,971.00","30,971.00","30,962.00","0.00K","1.06%"
"05-09-2018","30,643.00","30,643.00","30,643.00","30,643.00","","-0.37%"
"04-09-2018","30,758.00","30,758.00","30,758.00","30,758.00","","0.70%"
"03-09-2018","30,544.00","30,544.00","30,544.00","30,544.00","","-0.34%"
"31-08-2018","30,649.00","30,649.00","30,649.00","30,649.00","","0.00%"
"30-08-2018","30,649.00","30,650.00","30,650.00","30,648.00","0.00K","0.47%"
"29-08-2018","30,507.00","30,507.00","30,507.00","30,507.00","","0.00%"
"28-08-2018","30,507.00","30,507.00","30,507.00","30,507.00","0.00K","0.66%"
"27-08-2018","30,306.00","30,306.00","30,306.00","30,306.00","","0.96%"
"24-08-2018","30,017.00","30,017.00","30,017.00","30,017.00","","-0.22%"
"23-08-2018","30,083.00","30,083.00","30,083.00","30,083.00","","0.66%"
"22-08-2018","29,887.00","29,887.00","29,887.00","29,887.00","","-0.02%"
"21-08-2018","29,894.00","29,894.00","29,894.00","29,894.00","","0.28%"
"20-08-2018","29,810.00","29,810.00","29,810.00","29,810.00","","-0.11%"
"17-08-2018","29,844.00","29,844.00","29,844.00","29,844.00","","0.00%"
"16-08-2018","29,844.00","29,841.00","29,853.00","29,838.00","0.00K","-1.28%"
"14-08-2018","30,230.00","30,230.00","30,230.00","30,230.00","","0.00%"
"13-08-2018","30,230.00","30,230.00","30,230.00","30,230.00","0.00K","0.38%"
"10-08-2018","30,115.00","30,115.00","30,115.00","30,115.00","","0.00%"
"09-08-2018","30,115.00","30,115.00","30,115.00","30,115.00","0.00K","-0.01%"
"08-08-2018","30,118.00","30,186.00","30,186.00","30,050.00","0.00K","0.84%"
"07-08-2018","29,867.00","29,867.00","29,867.00","29,867.00","","0.00%"
"06-08-2018","29,867.00","29,870.00","29,870.00","29,865.00","0.00K","-0.14%"
"03-08-2018","29,909.00","29,820.00","29,986.00","29,805.00","0.10K","-0.17%"
"02-08-2018","29,961.00","29,925.00","30,032.00","29,897.00","0.05K","0.06%"
"01-08-2018","29,944.00","30,085.00","30,115.00","29,934.00","0.05K","-0.69%"
"31-07-2018","30,153.00","30,108.00","30,200.00","29,989.00","0.26K","0.09%"
"30-07-2018","30,127.00","30,117.00","30,154.00","30,081.00","0.04K","0.24%"
"27-07-2018","30,054.00","30,150.00","30,160.00","30,011.00","0.03K","-0.65%"
"26-07-2018","30,251.00","30,251.00","30,265.00","30,247.00","0.01K","-0.33%"
"25-07-2018","30,352.00","30,341.00","30,418.00","30,339.00","0.01K","0.05%"
"24-07-2018","30,336.00","30,342.00","30,342.00","30,310.00","0.01K","-0.20%"
"23-07-2018","30,396.00","30,391.00","30,438.00","30,335.00","0.02K","0.82%"
"20-07-2018","30,148.00","30,148.00","30,148.00","30,148.00","","0.00%"
"19-07-2018","30,148.00","30,148.00","30,148.00","30,148.00","0.00K","-0.11%"
"18-07-2018","30,182.00","30,249.00","30,259.00","30,140.00","0.01K","-0.79%"
"17-07-2018","30,422.00","30,593.00","30,593.00","30,240.00","0.01K","-0.95%"
"16-07-2018","30,715.00","30,715.00","30,715.00","30,715.00","0.00K","-0.03%"
"13-07-2018","30,723.00","30,723.00","30,723.00","30,723.00","","0.00%"
"12-07-2018","30,723.00","30,727.00","30,729.00","30,712.00","0.00K","-1.02%"
"11-07-2018","31,039.00","31,039.00","31,039.00","31,039.00","","0.00%"
"10-07-2018","31,039.00","31,060.00","31,105.00","30,981.00","0.00K","-0.61%"
"09-07-2018","31,228.00","31,228.00","31,228.00","31,228.00","0.00K","0.01%"
"06-07-2018","31,226.00","31,226.00","31,226.00","31,226.00","","0.37%"
"05-07-2018","31,111.00","31,111.00","31,111.00","31,111.00","","0.00%"
"04-07-2018","31,111.00","31,112.00","31,112.00","31,110.00","0.00K","0.74%"
"03-07-2018","30,883.00","30,883.00","30,883.00","30,883.00","","-0.25%"
"02-07-2018","30,960.00","30,960.00","30,960.00","30,960.00","","0.00%"
"29-06-2018","30,960.00","30,960.00","30,960.00","30,960.00","0.00K","-0.54%"
"28-06-2018","31,127.00","31,127.00","31,127.00","31,127.00","","0.00%"
"27-06-2018","31,127.00","31,127.00","31,127.00","31,127.00","0.00K","0.43%"
"26-06-2018","30,995.00","30,995.00","31,004.00","30,985.00","0.00K","-0.67%"
"25-06-2018","31,204.00","31,204.00","31,204.00","31,204.00","","-0.02%"
"22-06-2018","31,209.00","31,209.00","31,209.00","31,209.00","","0.00%"
"21-06-2018","31,209.00","31,243.00","31,243.00","31,174.00","0.00K","-0.66%"
"20-06-2018","31,417.00","31,417.00","31,417.00","31,417.00","0.00K","-0.26%"
"19-06-2018","31,500.00","31,500.00","31,500.00","31,500.00","0.01K","-0.98%"
"18-06-2018","31,812.00","31,812.00","31,812.00","31,812.00","","0.00%"
"15-06-2018","31,812.00","31,847.00","31,881.00","31,680.00","0.01K","-0.10%"
"14-06-2018","31,844.00","31,846.00","31,846.00","31,841.00","0.00K","0.71%"
"13-06-2018","31,619.00","31,619.00","31,619.00","31,619.00","","0.00%"
"12-06-2018","31,619.00","31,619.00","31,619.00","31,619.00","0.00K","0.17%"
"11-06-2018","31,564.00","31,564.00","31,564.00","31,564.00","0.00K","0.01%"
"08-06-2018","31,561.00","31,541.00","31,651.00","31,532.00","0.01K","0.60%"
"07-06-2018","31,374.00","31,374.00","31,374.00","31,374.00","","0.00%"
"06-06-2018","31,374.00","31,374.00","31,374.00","31,374.00","0.00K","0.34%"
"05-06-2018","31,269.00","31,122.00","31,300.00","31,101.00","0.12K","0.45%"
"04-06-2018","31,128.00","31,105.00","31,220.00","31,062.00","0.05K","0.01%"
"01-06-2018","31,124.00","31,354.00","31,354.00","31,082.00","0.08K","-1.11%"
"31-05-2018","31,474.00","31,550.00","31,585.00","31,403.00","0.05K","0.03%"
"30-05-2018","31,463.00","31,552.00","31,552.00","31,379.00","0.01K","-0.46%"
"29-05-2018","31,609.00","31,572.00","31,726.00","31,531.00","0.02K","0.73%"
"28-05-2018","31,380.00","31,401.00","31,401.00","31,370.00","0.01K","-1.22%"
"25-05-2018","31,766.00","31,947.00","31,947.00","31,730.00","0.01K","-0.21%"
"24-05-2018","31,834.00","31,710.00","31,963.00","31,710.00","0.01K","0.12%"
"23-05-2018","31,795.00","31,800.00","31,818.00","31,730.00","0.01K","0.73%"
"22-05-2018","31,565.00","31,530.00","31,589.00","31,530.00","0.02K","0.15%"
"21-05-2018","31,517.00","31,517.00","31,517.00","31,517.00","0.00K","0.35%"
"18-05-2018","31,406.00","31,400.00","31,470.00","31,395.00","0.01K","-0.19%"
"17-05-2018","31,467.00","31,458.00","31,476.00","31,458.00","0.00K","0.11%"
"16-05-2018","31,431.00","31,430.00","31,431.00","31,430.00","0.00K","-1.78%"
"15-05-2018","32,000.00","32,000.00","32,000.00","32,000.00","","0.12%"
"14-05-2018","31,962.00","31,962.00","31,962.00","31,962.00","","0.30%"
"11-05-2018","31,867.00","31,867.00","31,867.00","31,867.00","","0.21%"
"10-05-2018","31,801.00","31,801.00","31,801.00","31,801.00","","0.43%"
"09-05-2018","31,666.00","31,666.00","31,666.00","31,666.00","","-0.08%"
"08-05-2018","31,692.00","31,692.00","31,692.00","31,692.00","","0.60%"
"07-05-2018","31,504.00","31,504.00","31,504.00","31,504.00","","0.15%"
"04-05-2018","31,457.00","31,457.00","31,457.00","31,457.00","","0.29%"
"03-05-2018","31,367.00","31,367.00","31,367.00","31,367.00","","0.02%"
"02-05-2018","31,361.00","31,361.00","31,361.00","31,361.00","","-0.31%"
"01-05-2018","31,457.00","31,457.00","31,457.00","31,457.00","","-0.57%"
"30-04-2018","31,636.00","31,636.00","31,636.00","31,636.00","","0.07%"
"27-04-2018","31,613.00","31,613.00","31,613.00","31,613.00","","-0.57%"
"26-04-2018","31,794.00","31,794.00","31,794.00","31,794.00","","0.25%"
"25-04-2018","31,715.00","31,715.00","31,715.00","31,715.00","","0.13%"
"24-04-2018","31,675.00","31,675.00","31,675.00","31,675.00","","0.00%"
"23-04-2018","31,675.00","31,675.00","31,675.00","31,675.00","0.00K","-0.79%"
"20-04-2018","31,928.00","31,928.00","31,928.00","31,928.00","","0.22%"
"19-04-2018","31,859.00","31,859.00","31,859.00","31,859.00","","0.00%"
"18-04-2018","31,859.00","31,859.00","31,859.00","31,859.00","0.00K","1.59%"
"17-04-2018","31,359.00","31,359.00","31,359.00","31,359.00","","0.00%"
"16-04-2018","31,359.00","31,359.00","31,359.00","31,359.00","","0.00%"
"13-04-2018","31,359.00","31,359.00","31,359.00","31,359.00","","0.00%"
"12-04-2018","31,359.00","31,359.00","31,359.00","31,359.00","","0.00%"
"11-04-2018","31,359.00","31,359.00","31,359.00","31,359.00","0.00K","0.76%"
"10-04-2018","31,122.00","31,122.00","31,122.00","31,122.00","","0.31%"
"09-04-2018","31,026.00","31,026.00","31,026.00","31,026.00","","0.47%"
"06-04-2018","30,881.00","30,881.00","30,881.00","30,881.00","","0.56%"
"05-04-2018","30,709.00","30,831.00","30,853.00","30,697.00","0.10K","-0.98%"
"04-04-2018","31,013.00","30,900.00","31,245.00","30,900.00","0.18K","0.51%"
"03-04-2018","30,855.00","31,037.00","31,081.00","30,801.00","0.12K","-1.13%"
"02-04-2018","31,207.00","30,786.00","31,242.00","30,777.00","0.16K","1.59%"
"29-03-2018","30,718.00","30,785.00","30,785.00","30,694.00","0.04K","-0.25%"
"28-03-2018","30,795.00","31,040.00","31,040.00","30,765.00","0.05K","-0.86%"
"27-03-2018","31,063.00","31,162.00","31,180.00","31,042.00","0.03K","-0.62%"
"26-03-2018","31,257.00","31,176.00","31,290.00","31,170.00","0.03K","0.34%"
"23-03-2018","31,150.00","31,072.00","31,225.00","31,072.00","0.02K","0.82%"
"22-03-2018","30,898.00","30,920.00","30,950.00","30,870.00","0.01K","0.75%"
"21-03-2018","30,668.00","30,654.00","30,826.00","30,618.00","0.02K","0.26%"
"20-03-2018","30,587.00","30,626.00","30,626.00","30,573.00","0.01K","0.16%"
"19-03-2018","30,537.00","30,476.00","30,732.00","30,474.00","0.01K","-0.13%"
"16-03-2018","30,577.00","30,555.00","30,615.00","30,502.00","0.01K","-0.29%"
"15-03-2018","30,666.00","30,745.00","30,750.00","30,596.00","0.01K","-0.06%"
"14-03-2018","30,683.00","30,685.00","30,685.00","30,680.00","0.01K","0.46%"
"13-03-2018","30,542.00","30,542.00","30,542.00","30,542.00","","0.00%"
"12-03-2018","30,542.00","30,545.00","30,545.00","30,537.00","0.00K","-1.13%"
"09-03-2018","30,890.00","30,890.00","30,890.00","30,890.00","","0.00%"
"08-03-2018","30,890.00","30,890.00","30,890.00","30,890.00","","0.00%"
"07-03-2018","30,890.00","30,890.00","30,890.00","30,890.00","","0.00%"
"06-03-2018","30,890.00","30,890.00","30,890.00","30,890.00","0.00K","0.21%"
"05-03-2018","30,825.00","30,825.00","30,825.00","30,825.00","","0.00%"
"02-03-2018","30,825.00","30,825.00","30,825.00","30,825.00","","0.00%"
"01-03-2018","30,825.00","30,825.00","30,825.00","30,825.00","","0.00%"
"28-02-2018","30,825.00","30,825.00","30,825.00","30,825.00","","0.00%"
"27-02-2018","30,825.00","30,825.00","30,825.00","30,825.00","","0.00%"
"26-02-2018","30,825.00","30,825.00","30,825.00","30,825.00","","0.00%"
"23-02-2018","30,825.00","30,825.00","30,825.00","30,825.00","","0.00%"
"22-02-2018","30,825.00","30,825.00","30,825.00","30,825.00","","0.00%"
"21-02-2018","30,825.00","30,825.00","30,825.00","30,825.00","","-0.61%"
"20-02-2018","31,015.00","31,015.00","31,015.00","31,015.00","","0.00%"
"19-02-2018","31,015.00","31,015.00","31,015.00","31,015.00","","-0.13%"
"16-02-2018","31,056.00","31,010.00","31,102.00","31,010.00","0.00K","1.62%"
"15-02-2018","30,560.00","30,560.00","30,560.00","30,560.00","","0.00%"
"14-02-2018","30,560.00","30,560.00","30,560.00","30,560.00","0.00K","0.57%"
"13-02-2018","30,386.00","30,386.00","30,386.00","30,386.00","","0.19%"
"12-02-2018","30,327.00","30,327.00","30,327.00","30,327.00","","-0.18%"
"09-02-2018","30,382.00","30,382.00","30,382.00","30,382.00","","0.31%"
"08-02-2018","30,288.00","30,288.00","30,288.00","30,288.00","","-0.72%"
"07-02-2018","30,509.00","30,509.00","30,509.00","30,509.00","","0.50%"
"06-02-2018","30,356.00","30,356.00","30,356.00","30,356.00","","-0.35%"
"05-02-2018","30,463.00","30,365.00","30,514.00","30,340.00","0.14K","0.06%"
"02-02-2018","30,444.00","30,742.00","30,800.00","30,350.00","0.19K","-0.35%"
"01-02-2018","30,551.00","30,159.00","30,629.00","30,092.00","0.97K","1.53%"
"31-01-2018","30,091.00","30,144.00","30,174.00","30,055.00","0.68K","0.02%"
"30-01-2018","30,085.00","30,032.00","30,194.00","29,983.00","0.55K","0.05%"
"29-01-2018","30,069.00","30,158.00","30,160.00","30,056.00","0.10K","-1.11%"
"25-01-2018","30,406.00","30,520.00","30,524.00","30,221.00","0.14K","0.32%"
"24-01-2018","30,308.00","30,033.00","30,340.00","30,010.00","0.07K","0.98%"
"23-01-2018","30,015.00","29,987.00","30,019.00","29,965.00","0.09K","0.21%"
"22-01-2018","29,951.00","29,871.00","29,969.00","29,860.00","0.06K","0.26%"
"19-01-2018","29,874.00","29,868.00","29,889.00","29,850.00","0.01K","0.44%"
"18-01-2018","29,742.00","29,671.00","29,788.00","29,670.00","0.03K","-0.51%"
"17-01-2018","29,895.00","29,885.00","29,950.00","29,847.00","0.05K","-0.01%"
"16-01-2018","29,899.00","29,912.00","30,005.00","29,882.00","0.07K","0.07%"
"15-01-2018","29,877.00","29,853.00","29,918.00","29,785.00","0.08K","0.57%"
"12-01-2018","29,707.00","29,579.00","29,728.00","29,579.00","0.05K","0.62%"
"11-01-2018","29,524.00","29,520.00","29,536.00","29,516.00","0.00K","0.06%"
"10-01-2018","29,506.00","29,499.00","29,573.00","29,445.00","0.01K","0.58%"
"09-01-2018","29,336.00","29,368.00","29,419.00","29,301.00","0.01K","-0.05%"
"08-01-2018","29,350.00","29,300.00","29,400.00","29,300.00","0.00K","-0.14%"
"05-01-2018","29,392.00","29,400.00","29,415.00","29,362.00","0.00K","0.22%"
"04-01-2018","29,327.00","29,294.00","29,358.00","29,294.00","0.03K","-0.35%"
"03-01-2018","29,430.00","29,404.00","29,440.00","29,375.00","0.04K","0.19%"
"02-01-2018","29,373.00","29,373.00","29,373.00","29,373.00","0.00K","0.15%"
"01-01-2018","29,330.00","29,330.00","29,330.00","29,330.00","0.00K","-0.07%"
"29-12-2017","29,352.00","29,203.00","29,359.00","29,203.00","0.10K","0.49%"
"28-12-2017","29,209.00","29,206.00","29,219.00","29,203.00","0.01K","0.51%"
"27-12-2017","29,061.00","28,990.00","29,080.00","28,981.00","0.06K","0.65%"
"26-12-2017","28,872.00","28,873.00","28,885.00","28,858.00","0.00K","0.23%"
"22-12-2017","28,807.00","28,592.00","28,829.00","28,592.00","0.10K","0.80%"
"21-12-2017","28,577.00","28,577.00","28,577.00","28,577.00","","0.00%"
"20-12-2017","28,577.00","28,577.00","28,577.00","28,577.00","0.00K","-0.10%"
"19-12-2017","28,605.00","28,605.00","28,605.00","28,603.00","0.01K","0.39%"
"18-12-2017","28,494.00","28,494.00","28,494.00","28,494.00","","0.81%"
"15-12-2017","28,264.00","28,264.00","28,264.00","28,264.00","","-0.46%"
"14-12-2017","28,394.00","28,394.00","28,394.00","28,394.00","","0.44%"
"13-12-2017","28,270.00","28,270.00","28,270.00","28,270.00","","0.22%"
"12-12-2017","28,209.00","28,209.00","28,209.00","28,209.00","","-0.75%"
"11-12-2017","28,423.00","28,423.00","28,423.00","28,423.00","","0.00%"
"08-12-2017","28,423.00","28,426.00","28,426.00","28,421.00","0.00K","-1.57%"
"07-12-2017","28,877.00","28,883.00","28,883.00","28,871.00","0.00K","-0.77%"
"06-12-2017","29,100.00","29,100.00","29,100.00","29,100.00","0.00K","0.53%"
"05-12-2017","28,946.00","29,180.00","29,218.00","28,905.00","0.12K","-0.88%"
"04-12-2017","29,202.00","29,260.00","29,260.00","29,163.00","0.08K","-0.86%"
"01-12-2017","29,454.00","29,297.00","29,504.00","29,271.00","0.08K","0.80%"
"30-11-2017","29,221.00","29,375.00","29,435.00","29,152.00","0.05K","-0.64%"
"29-11-2017","29,410.00","29,600.00","29,600.00","29,380.00","0.07K","-0.61%"
"28-11-2017","29,591.00","29,580.00","29,630.00","29,555.00","0.01K","-0.02%"
"27-11-2017","29,598.00","29,585.00","29,605.00","29,575.00","0.02K","0.23%"
"24-11-2017","29,530.00","29,672.00","29,672.00","29,520.00","0.03K","-0.16%"
"23-11-2017","29,577.00","29,612.00","29,680.00","29,571.00","0.02K","-0.22%"
"22-11-2017","29,641.00","29,583.00","29,692.00","29,570.00","0.03K","0.22%"
"21-11-2017","29,577.00","29,552.00","29,612.00","29,540.00","0.01K","-0.58%"
"20-11-2017","29,750.00","29,816.00","29,870.00","29,510.00","0.02K","0.09%"
"17-11-2017","29,724.00","29,645.00","29,810.00","29,645.00","0.03K","0.04%"
"16-11-2017","29,712.00","29,717.00","29,722.00","29,645.00","0.02K","-0.14%"
"15-11-2017","29,753.00","29,857.00","29,863.00","29,714.00","0.01K","0.18%"
"14-11-2017","29,700.00","29,681.00","29,785.00","29,640.00","0.02K","-0.16%"
"13-11-2017","29,748.00","29,655.00","29,785.00","29,655.00","0.02K","-0.12%"
"10-11-2017","29,785.00","29,856.00","29,856.00","29,658.00","0.02K","-0.01%"
"09-11-2017","29,788.00","29,808.00","29,832.00","29,762.00","0.01K","0.00%"
"08-11-2017","29,789.00","29,724.00","29,826.00","29,724.00","0.01K","0.57%"
"07-11-2017","29,619.00","29,620.00","29,620.00","29,617.00","0.00K","0.67%"
"06-11-2017","29,421.00","29,421.00","29,421.00","29,421.00","","0.00%"
"03-11-2017","29,421.00","29,421.00","29,421.00","29,421.00","0.00K","-0.02%"
"02-11-2017","29,427.00","29,427.00","29,427.00","29,427.00","","0.21%"
"01-11-2017","29,365.00","29,365.00","29,365.00","29,365.00","","-0.68%"
"31-10-2017","29,565.00","29,565.00","29,565.00","29,565.00","","0.26%"
"30-10-2017","29,489.00","29,489.00","29,489.00","29,489.00","","0.00%"
"27-10-2017","29,489.00","29,489.00","29,489.00","29,489.00","0.00K","-0.21%"
"26-10-2017","29,550.00","29,550.00","29,550.00","29,550.00","","-0.28%"
"25-10-2017","29,634.00","29,634.00","29,634.00","29,634.00","","0.08%"
